,titre,budget,duree,entrees_fr,franchise,genres,pegi_fr,pegi_usa,entrees_usa,salles_fr,studio,estimation,is_compositeur,annee,origine
242,baby boss,125000000,97,1059393,0,animation, Tous publics ,PG,50198902.0,603,20th century fox,,1,2017,etats-unis
243,baby boss 2 : une affaire de famille,82000000,107,362162,0,animation, Tous publics ,PG,16000665.0,602,universal,,1,2021,etats-unis
244,baby driver,34000000,113,302528,0,aventure - action,,R,20553320.0,296,sony pictures,,0,2017,Autre
245,baby-sittor,56000000,95,272617,0,film familial,,PG,30552694.0,392,walt disney pictures,,0,2005,etats-unis
246,babylon,80000000,188,508796,0,drame, Tous publics ,R,3603368.0,584,paramount,,0,2023,etats-unis
247,babylon a.d.,61479748,101,408410,0,science fiction, Tous publics ,PG,9484627.0,530,studiocanal,,0,2008,france
248,babysitting,3400000,85,543729,0,comédie, Tous publics ,,,350,universal,,0,2014,france
249,babysitting 2,9458736,93,801212,0,comédie, Tous publics ,,,553,universal,,0,2015,france
250,bachelorette,3000000,87,101311,0,comédie, Tous publics ,R,181494.0,176,mars distribution,,0,2012,etats-unis
251,back home,8140253,109,36794,0,drame, Tous publics ,R,24259.0,90,memento films,,0,2015,Autre
252,bad boys,20500000,119,339543,1,aventure - action, Tous publics ,R,15523358.0,293,columbia,,0,1995,etats-unis
253,bad boys ii,175000000,147,689293,1,aventure - action,,R,46522560.0,671,columbia,,0,2003,etats-unis
254,bad boys for life,90000000,123,651309,1,aventure - action, Tous publics ,R,62504105.0,619,sony pictures,,0,2020,etats-unis
255,bad company,70000000,117,224800,0,aventure - action, Tous publics ,PG,11007367.0,556,gbvi,,0,2002,etats-unis
256,bad grandpa,15000000,92,47817,1,comédie, Tous publics ,R,32055177.0,128,paramount,,0,2013,etats-unis
257,bad lieutenant : escale à la nouvelle-orléans,25000000,121,199231,0,thriller, Tous publics ,R,245398.0,289,metropolitan,,0,2010,etats-unis
258,bad moms,20000000,101,150601,0,comédie, Tous publics ,R,23817340.0,193,metropolitan,,0,2016,etats-unis
259,bad moms 2,28000000,104,69242,0,comédie, Tous publics ,R,16759161.0,197,metropolitan,,0,2017,etats-unis
260,bad santa,18000000,88,50832,0,comédie, Tous publics ,R,12292952.0,177,gaumont sony,,0,2004,etats-unis
261,bad teacher,20000000,92,397304,0,comédie, Tous publics ,R,31603106.0,308,sony pictures,,0,2011,etats-unis
262,ballerina,26896204,89,542443,0,animation, Tous publics ,PG,4730038.0,614,gaumont,,0,2016,france
263,"bande de sauvages, vieux motard que jamais",60000000,99,150362,0,comédie, Tous publics ,PG,39699023.0,327,walt disney pictures,,0,2007,etats-unis
264,bandidas,27670000,95,208706,0,aventure - action, Tous publics ,PG,,400,europacorp,,1,2006,france
265,bandits,80000000,122,268456,0,aventure - action,,PG,13050700.0,297,ufd,,0,2002,etats-unis
266,bangkok dangerous,45000000,98,173148,0,aventure - action, Moins de 12 ans ,R,7783266.0,278,tfm distribution,,1,2008,etats-unis
267,barbecue,9704258,97,647797,0,comédie, Tous publics ,,,481,studiocanal,,0,2014,france
268,barbie,145000000,114,1680490,0,film familial, Tous publics ,PG,162022044.0,665,warner bros.,,0,2023,etats-unis
269,barry seal : american traffic,80000000,115,271607,0,thriller, Tous publics ,R,16776390.0,366,universal,,0,2017,etats-unis
270,basic,50000000,98,167702,0,aventure - action,,R,11511960.0,425,snd,,0,2003,etats-unis
271,basic instinct 2,70000000,114,293727,1,thriller, Moins de 12 ans ,R,3201420.0,639,océan films,,0,2006,etats-unis
272,batman begins,150000000,140,452777,1,comicbook, Tous publics ,PG,48745440.0,770,warner bros.,,1,2005,etats-unis
273,batman forever,100000000,122,559225,1,comicbook, Tous publics ,PG,52784433.0,371,warner bros.,,0,1995,etats-unis
274,batman et robin,110000000,125,567917,1,comicbook, Tous publics ,PG,42872605.0,542,warner bros.,,0,1997,etats-unis
275,batman v superman : l’aube de la justice,250000000,151,1251205,0,comicbook, Tous publics ,PG,166007347.0,822,warner bros.,,1,2016,etats-unis
276,battle of the sexes,25000000,121,48367,0,comédie dramatique, Tous publics ,PG,3417342.0,120,20th century fox,,0,2017,etats-unis
277,battleship,209000000,130,567346,0,aventure - action, Tous publics ,PG,25534825.0,602,universal,,0,2012,etats-unis
278,baywatch - alerte à malibu,69000000,116,620061,0,aventure - action, Tous publics ,R,18503871.0,545,paramount,,0,2017,etats-unis
279,be cool,53000000,119,170359,0,comédie, Tous publics ,PG,23450212.0,396,20th century fox,,0,2005,etats-unis
280,bean,18000000,90,1342183,1,comédie, Tous publics ,PG,12733827.0,510,polygram,,0,1997,Autre
281,beast,36000000,93,116929,0,thriller, Tous publics ,R,11575855.0,301,universal,,0,2022,etats-unis
282,beau is afraid,35000000,178,35019,0,comédie dramatique, Moins de 12 ans ,R,2826793.0,109,arp selection,,0,2023,etats-unis
283,beaucoup de bruit pour rien,8000000,110,89469,0,comédie, Tous publics ,PG,807596.0,59,ugc distribution,,0,1993,etats-unis
284,beauté cachée,36000000,94,112011,0,comédie dramatique, Tous publics ,PG,7102085.0,171,warner bros.,,0,2016,etats-unis
285,beauté volée,8400000,115,87547,0,drame, Tous publics ,R,696434.0,196,ufd,,0,1996,Autre
286,beautés empoisonnées,40000000,123,138001,0,comédie, Tous publics ,PG,11801323.0,306,snd,,0,2001,etats-unis
287,bee movie - drole d'abeille,150000000,95,399704,0,animation, Tous publics ,PG,38021044.0,803,paramount,,0,2007,etats-unis
288,before midnight,3000000,118,41776,0,comédie dramatique, Tous publics ,R,1382719.0,103,diaphana,,0,2013,etats-unis
289,beginners,3200000,104,51334,0,drame, Tous publics ,R,141340.0,61,mk2 diffusion,,0,2011,etats-unis
290,bellamy,8214326,110,178864,0,drame, Tous publics ,,20635.0,286,tfm distribution,,0,2009,france
291,belle et sébastien 3 : le dernier chapitre,12400000,97,556836,1,film familial, Tous publics ,,37887.0,620,gaumont,,0,2018,france
292,belle et sébastien : nouvelle génération,595200,96,179709,1,film familial, Tous publics ,,,612,gaumont,,0,2022,france
293,belles familles,11245889,113,227314,0,comédie dramatique, Tous publics ,,,378,arp selection,,0,2015,france
294,belles à mourir,10000000,95,34607,0,comédie, Tous publics ,PG,3986269.0,78,,,0,2000,etats-unis
295,belphégor - le fantôme du louvre,2032144,97,849638,0,thriller, Tous publics ,,,620,bac films,,0,2001,france
296,ben is back,13000000,98,88685,0,drame, Tous publics ,R,80733.0,254,paramount,,0,2019,etats-unis
297,ben-hur (2016),100000000,123,185275,0,péplum, Tous publics ,PG,11203815.0,437,paramount,,0,2016,etats-unis
298,benedetta,19830000,126,111255,0,drame, Moins de 12 ans ,,136839.0,361,pathé,,0,2021,france
299,benjamin gates et le livre des secrets,125000000,124,826848,1,aventure - action, Tous publics ,PG,44783772.0,625,walt disney pictures,,0,2008,etats-unis
300,benjamin gates et le trésor des templiers,100000000,131,558487,1,aventure - action, Tous publics ,PG,35142554.0,614,walt disney pictures,,0,2004,etats-unis
301,benoît brisefer : les taxis rouges,8812333,77,72128,0,film familial, Tous publics ,,,371,walt disney pictures,,0,2014,france
302,benvenuti al sud,5000000,104,21667,0,comédie, Tous publics ,,,49,pathé,,0,2010,Autre
303,bienvenue chez les ch'tis,12547392,106,4378720,0,comédie, Tous publics ,,,793,pathé,,0,2008,france
304,bienvenue dans la jungle,85000000,104,66968,0,aventure - action, Tous publics ,PG,18553765.0,204,columbia,,0,2004,etats-unis
305,bienvenue parmi nous,7400000,92,100361,0,drame, Tous publics ,,,356,studiocanal,,0,2012,france
306,bienvenue à gattaca,36000000,106,97569,0,science fiction, Tous publics ,PG,4320202.0,72,columbia,,0,1998,etats-unis
307,bienvenue à marwen,39000000,116,81779,0,drame,,PG,2354205.0,233,universal,,1,2019,etats-unis
308,bienvenue à suburbicon,25000000,105,102006,0,comédie dramatique, Moins de 12 ans ,R,2840246.0,218,metropolitan,,1,2017,etats-unis
309,bienvenue à zombieland,24000000,81,152630,0,comédie, Tous publics ,R,24733155.0,215,sony pictures,,0,2009,etats-unis
310,big daddy,34200000,93,141577,0,comédie, Tous publics ,PG,41536370.0,495,columbia,,0,1999,etats-unis
311,big eyes,10000000,106,221977,0,drame, Tous publics ,PG,3001738.0,320,studiocanal,,0,2015,etats-unis
312,big fish,70000000,125,351353,0,comédie, Tous publics ,PG,13811191.0,277,columbia,,1,2004,etats-unis
313,big mamma,23000000,100,311941,1,comédie, Tous publics ,PG,25661041.0,363,ufd,,0,2000,etats-unis
314,big mamma 2,40000000,99,269348,1,comédie,,PG,27736056.0,357,20th century fox,,0,2006,etats-unis
315,big mamma : de père en fils,32000000,107,167945,1,comédie, Tous publics ,PG,16300803.0,282,20th century fox,,0,2011,etats-unis
316,big hit,13000000,93,45451,0,aventure - action, Tous publics ,R,10809424.0,148,columbia,,0,1998,etats-unis
317,birdman,18000000,119,263105,0,comédie,,R,2471471.0,159,20th century fox,,0,2015,etats-unis
318,birds of prey et la fabuleuse histoire de harley quinn,84500000,109,412178,0,comicbook, Moins de 12 ans ,R,33010017.0,593,warner bros.,,0,2020,etats-unis
319,birth,20000000,100,84065,0,drame,,R,1705577.0,126,metropolitan,,1,2004,etats-unis
320,blackkklansman - j'ai infiltré le ku klux klan,15000000,128,407099,0,thriller, Tous publics ,R,10845330.0,307,universal,,0,2018,etats-unis
321,black / white,35000000,105,82663,0,comédie, Tous publics ,PG,20671446.0,126,20th century fox,,0,2005,etats-unis
322,black adam,185000000,124,713308,0,comicbook, Tous publics ,PG,67004323.0,635,warner bros.,,0,2022,etats-unis
323,black panther,200000000,135,1058869,0,comicbook, Tous publics ,PG,202003951.0,601,walt disney pictures,,0,2018,etats-unis
324,black panther: wakanda forever,250000000,161,1692183,0,comicbook, Tous publics ,PG,181339761.0,625,walt disney pictures,,0,2022,etats-unis
325,black phone,16000000,102,136339,0,horreur, Moins de 12 ans ,R,23663220.0,301,universal,,0,2022,etats-unis
326,black swan,13000000,103,714315,0,thriller, Tous publics ,R,8383479.0,300,20th century fox,,0,2011,etats-unis
327,black widow (2021),200000000,133,909000,0,comicbook,,PG,80366312.0,607,walt disney pictures,,0,2021,etats-unis
328,blacklight,43000000,108,83546,0,thriller,,PG,3502475.0,291,metropolitan,,0,2022,etats-unis
329,blade,50000000,115,296511,1,comicbook, Moins de 12 ans ,R,17073856.0,241,metropolitan,,0,1998,etats-unis
330,blade ii,55000000,115,683115,1,comicbook, Moins de 12 ans ,R,32528016.0,532,metropolitan,,0,2002,etats-unis
331,blade runner 2049,185000000,163,544508,0,science fiction,,R,32753122.0,658,sony pictures,,1,2017,etats-unis
332,blade: trinity,65000000,106,321904,1,comicbook, Moins de 12 ans ,R,16061271.0,414,metropolitan,,0,2004,etats-unis
333,blanche neige,85000000,105,310673,0,fantasy, Tous publics ,PG,18132085.0,546,metropolitan,,0,2012,etats-unis
334,blanche comme neige (2019),7300000,112,35275,0,comédie, Tous publics ,,998.0,145,gaumont,,0,2019,france
335,blanche-neige et le chasseur,170000000,126,706260,0,fantasy, Tous publics ,PG,56217700.0,613,universal,,1,2012,etats-unis
336,blindés,20000000,88,67488,0,thriller, Tous publics ,PG,6511128.0,104,sony pictures,,0,2010,etats-unis
337,bliss,15000000,111,65552,0,comédie, Tous publics ,PG,4650812.0,136,metropolitan,,0,2010,etats-unis
338,blood diamond,100000000,138,419722,0,thriller, Moins de 12 ans ,R,8648324.0,459,warner bros.,,1,2007,etats-unis
339,blood ties,25000000,144,165884,0,thriller, Tous publics ,R,26912.0,433,mars distribution,,0,2013,etats-unis
340,blow,30000000,120,162666,0,drame, Tous publics ,R,12443461.0,238,metropolitan,,0,2001,etats-unis
341,blue beetle,104000000,127,239733,0,comicbook, Tous publics ,PG,25030225.0,506,warner bros.,,0,2023,etats-unis
342,blue jasmine,18000000,98,494375,0,comédie, Tous publics ,PG,3972687.0,301,mars distribution,,0,2013,etats-unis
343,blue valentine,1000000,112,32527,0,drame, Tous publics ,R,193728.0,80,films sans frontières,,0,2011,etats-unis
344,"blueberry, l'expérience interdite",36130000,124,413940,0,western, Tous publics ,,,501,ufd,,0,2004,france
345,blues brothers 2000,28000000,123,169885,0,comédie, Tous publics ,PG,6129615.0,272,uip,,0,1998,etats-unis
346,bob l'éponge - le film : un héros sort de l'eau,74000000,85,582073,0,animation, Tous publics ,,55365012.0,634,paramount,,0,2015,etats-unis
347,bob l'éponge - le film,30000000,82,179523,0,animation, Tous publics ,PG,32018216.0,367,uip,,0,2005,etats-unis
348,body,30000000,94,116818,0,thriller, Moins de 16 ans ,R,7365429.0,183,amlf,,0,1993,etats-unis
349,bohemian rhapsody,52000000,135,1077661,0,drame, Tous publics ,PG,51061119.0,505,20th century fox,,0,2018,etats-unis
350,bon rétablissement !,8005555,81,212122,0,comédie, Tous publics ,,,375,snd,,0,2014,france
351,bon voyage,27270000,114,312793,0,comédie,,PG,38682.0,400,arp selection,,0,2003,france
352,bone collector,65000000,118,191343,0,thriller, Moins de 12 ans ,R,16712020.0,403,columbia,,0,2000,etats-unis
353,bones and all,18000000,130,38761,0,drame, Moins de 16 ans ,R,2258562.0,201,warner bros.,,0,2022,etats-unis
354,"bonnard, pierre et marthe",316748,122,146114,0,romance, Tous publics ,,,426,memento films,,0,2024,france
355,boogie nights,15000000,153,73788,0,drame, Moins de 16 ans ,R,4681934.0,127,metropolitan,,0,1998,etats-unis
356,borat,18000000,82,353997,0,comédie,,R,26455463.0,269,20th century fox,,0,2006,etats-unis
357,boudu,11450000,104,501196,0,comédie,,,,458,pathé,,0,2005,france
358,"bowfinger, roi d'hollywood",55000000,98,152111,0,comédie, Tous publics ,PG,18062550.0,328,uip,,0,1999,etats-unis
359,bowling,10600000,91,167913,0,comédie dramatique, Tous publics ,,,359,pathé,,0,2012,france
360,bowling for columbine,4000000,120,135518,0,documentaire,,R,728051.0,141,diaphana,,0,2002,etats-unis
361,boyhood,2400000,165,70138,0,drame, Tous publics ,R,1992448.0,116,diaphana,,0,2014,etats-unis
362,braindead,3000000,104,28124,0,horreur,,,,21,diaphana,,0,1993,Autre
363,braquage à l'ancienne,25000000,97,175604,0,comédie, Tous publics ,PG,11932330.0,239,warner bros.,,0,2017,etats-unis
364,braquage à l'anglaise,20000000,110,183237,0,thriller, Tous publics ,R,5935256.0,160,metropolitan,,0,2008,etats-unis
365,braquage à l'italienne,60000000,111,264813,0,aventure - action, Tous publics ,PG,19457944.0,348,uip,,0,2003,etats-unis
366,braquages,35000000,110,96024,0,aventure - action,,R,7823521.0,101,warner bros.,,0,2002,etats-unis
367,braqueurs amateurs,100000000,90,273884,0,comédie,,PG,14383515.0,368,gaumont sony,,0,2006,etats-unis
368,braveheart,72000000,165,355642,0,aventure - action, Tous publics ,R,12908202.0,302,ufd,,1,1995,etats-unis
369,breakdown - point de rupture,36000000,95,162520,0,aventure - action, Moins de 12 ans ,R,12307128.0,198,ufd,,0,1997,etats-unis
370,breaking the waves,5500000,158,113464,0,drame, Moins de 12 ans ,R,,115,films du losange,,0,1996,Autre
371,brice 3,15922715,95,1100295,0,comédie, Tous publics ,,,630,gaumont,,0,2016,france
372,brick mansions,20355204,98,200301,0,aventure - action,,PG,9516855.0,329,europacorp,,0,2014,france
373,bridget jones's baby,35000000,122,632202,1,romance, Tous publics ,R,8571785.0,607,studiocanal,,0,2016,etats-unis
374,bridget jones: l'âge de raison,70000000,110,829686,1,romance, Tous publics ,R,8684055.0,660,mars distribution,,0,2004,Autre
375,brillantissime,5960000,95,297436,0,comédie, Tous publics ,,,375,studiocanal,,0,2018,france
376,broken city,35000000,109,73624,0,thriller, Tous publics ,R,8268908.0,125,studiocanal,,0,2013,etats-unis
377,broken flowers,10000000,105,366013,0,comédie,,R,780408.0,229,bac films,,0,2005,etats-unis
378,bronx à bel air,33000000,106,68464,0,comédie,,PG,31101026.0,131,gbvi,,0,2003,etats-unis
379,brooklyn affairs,26000000,144,117270,0,thriller, Tous publics ,R,3500454.0,210,warner bros.,,0,2019,etats-unis
380,brooklyn boogie,2000000,85,98695,0,comédie, Tous publics ,,104365.0,50,pyramide,,0,1996,etats-unis
381,brothers,26000000,110,151186,0,drame, Tous publics ,R,9527848.0,186,wild bunch,,1,2010,etats-unis
382,bruce tout-puissant,81000000,101,1034327,1,comédie, Tous publics ,PG,67953330.0,650,gbvi,,0,2003,etats-unis
383,brüno,42000000,88,133801,0,comédie, Moins de 12 ans ,R,30619130.0,235,sony pictures,,0,2009,etats-unis
384,budapest,6000000,102,126231,0,comédie, Tous publics ,,,327,warner bros.,,0,2018,france
385,bullet train,85000000,127,491067,0,aventure - action, Moins de 12 ans ,R,30030156.0,786,sony pictures,,0,2022,etats-unis
386,buried,3000000,95,139252,0,thriller, Tous publics ,R,100268.0,228,rezo films,,0,2010,Autre
387,burn after reading,37000000,97,444259,0,comédie, Tous publics ,R,19128001.0,475,studiocanal,,0,2008,etats-unis
388,buzz l'éclair,200000000,100,482715,0,animation, Tous publics ,PG,50577961.0,641,walt disney pictures,,0,2022,etats-unis
389,bébé mode d'emploi,38000000,112,146971,0,comédie, Tous publics ,PG,14506464.0,213,warner bros.,,0,2010,etats-unis
390,c'est la fin,32000000,107,36050,0,comédie, Tous publics ,R,20719162.0,90,sony pictures,,0,2013,etats-unis
391,c'est la vie (2021),6000000,103,84440,0,comédie, Tous publics ,,,344,ugc distribution,,0,2021,france
392,c'est quoi ce papy ?!,8060000,103,131132,1,comédie, Tous publics ,,,463,ugc distribution,,0,2021,france
393,c'est quoi cette famille?!,6200000,99,193222,1,comédie, Tous publics ,,,372,ugc distribution,,0,2016,france
394,c'est quoi cette mamie?!,6300000,99,425378,1,comédie, Tous publics ,,,425,ugc distribution,,0,2019,france
395,caché,8514143,117,170754,0,drame,,R,81211.0,158,films du losange,,0,2005,france
396,café society,30000000,96,365813,0,comédie dramatique,,PG,2333300.0,393,mars distribution,,0,2016,etats-unis
397,café de flore,7000000,120,47611,0,drame, Tous publics ,,,106,ugc distribution,,0,2012,france
398,calculs meurtriers,50000000,118,201857,0,thriller, Tous publics ,R,9307394.0,317,warner bros.,,0,2002,etats-unis
399,calendar girls,10000000,109,102919,0,comédie, Tous publics ,PG,4437082.0,203,gbvi,,1,2003,Autre
400,call me by your name,3884538,131,108500,0,romance, Tous publics ,R,1437889.0,93,sony pictures,,0,2018,Autre
401,callas forever,17860000,110,84449,0,drame, Tous publics ,,37855.0,140,bac films,,0,2002,Autre
402,camille claudel 1915,2866164,97,44536,0,drame, Tous publics ,,5106.0,68,arp selection,,0,2013,france
