titre,genres,langue,pays,pegi,duree,annee,director_x,scenaristes,casting_principal,casting_complet,actors,director_y,entrees_fr,nationalite,semaine_fr,studio,title,titre_original,continent
le successeur,"['Drame', 'Thriller']",['Français'],France,,112,2023,Xavier Legrand,Xavier Legrand,"['Xavier Legrand', 'Xavier Legrand', 'Dominick Parenteau-Lebeuf']","['Marc-André Grondin', 'Yves Jacques', 'Laetitia Isambert-Denis', 'Anne-Élisabeth Bossé', 'Blandine Bury', 'Vincent Leclerc', 'Louis Champagne', 'Mireille Naggar', 'Marie-France Lambert', 'Thierry Harcourt', 'Florence Janas', 'Anne Loiret', 'Sarah Desjeunes Rico', 'Ted Pluviose', 'Jin Xuan Mao', 'Cindy Doutres', ""Nine d'Urso"", 'Veronika Vasilyeva Rije']","Marc-André Grondin,Yves Jacques,Anne-Elisabeth Bossé","Xavier Legrand,Xavier Legrand",33121,france,21/02/2024,haut et court,le successeur,pas de titre original,Europe
chroniques de téhéran,['Drame'],"['Persan', 'Anglais']",Iran,,77,2023,Ali Asgari,Ali Asgari,"['Ali Asgari', 'Alireza Khatami', 'Ali Asgari']","['Bahram Ark', 'Ali Asgari', 'Sadaf Asgari', 'Ardeshir Kazemi', 'Alireza Khatami', 'Gohar Kheirandish', 'Farzin Mohades', 'Faezeh Rad', 'Majid Salehi', 'Arghavan Shabani', 'Hossein Soleimani', 'Sarvin Zabetian']","Bahman Ark,Arghavan Shabani,Servin Zabetiyan","Ali Asgari,Alireza Khatami,Ali Asgari,Alireza Khatami",33572,iran,13/03/2024,arp sélection,chroniques de téhéran,ayeh haye zamini,Asie
rien ni personne,['Thriller'],['Français'],France,,78,2023,Gallien Guibert,Gallien Guibert,"['Gallien Guibert', 'Jean-Baptiste Delafon', 'Gallien Guibert']","['Paul Hamy', 'Suliane Brahim', 'Françoise Lebrun', 'Sam Louwyck', 'Foëd Amara', 'Jina Djemba', 'Franc Bruneau', 'Jonas Dinal', 'Margaux Delafon', 'Nathan Gobereau', 'Spencer Pay', 'Alexandre Meme Clermont', 'Régis Lucas', 'Sami Bouzid', 'Abdelkarim Mahour', 'Joseph Stal', 'Jonathan Sapredan', 'Christian Mupondo']","Paul Hamy,Suliane Brahim,Françoise Lebrun","Gallien Guibert,Jean-Baptiste Delafon,Gallien Guibert",1209,france,28/02/2024,la vingt-cinquième heure,rien ni personne,pas de titre original,Europe
les rois de la piste,"['Comédie', 'Policier', 'Drame']",['Français'],France,Tous publics,118,2023,Thierry Klifa,Thierry Klifa,"['Thierry Klifa', 'Benoît Graffin', 'Thierry Klifa']","['Fanny Ardant', 'Mathieu Kassovitz', 'Nicolas Duvauchelle', 'Laetitia Dosch', 'Ben Attal', 'Michel Vuillermoz', 'Théo Navarro-Mussy', 'Zbeida Belhajamor', 'Sébastien Houbani', 'Olivier Broche', 'Sabine Haudepin', 'Marie-Christine Orry', 'Grégoire Oestermann', 'Bruno Gouery', 'Estéban', 'Laurent Dassault', 'Fati Berriah', 'Marion Lubat']","Fanny Ardant,Mathieu Kassovitz,Laetitia Dosch","Thierry Klifa,Benoît Graffin,Thierry Klifa",38177,france,13/03/2024,apollo films,les rois de la piste,pas de titre original,Europe
sleep,"['Comédie', 'Horreur', 'Mystère']",['Coréen'],Corée du Sud,Tous publics avec avertissement,95,2023,Jason Yu,Jason Yu,"['Jason Yu', 'Jason Yu', 'Casting principal']","['Kim Gook Hee', 'Yoon Kyung-ho', 'Lee Sun-kyun', 'Jung Yu-mi']","Yu-mi Jeong,Sun-kyun Lee,Kim Kum-Soon","Jason Yu,Jason Yu",48796,corée du sud,21/02/2024,the jokers / les bookmakers,sleep,jam,Asie
yannick,"['Comédie', 'Drame']",['Français'],France,Tous publics,67,2023,Quentin Dupieux,Quentin Dupieux,"['Quentin Dupieux', 'Scénario', 'Quentin Dupieux']","['Raphaël Quenard', 'Pio Marmaï', 'Blanche Gardin', 'Sébastien Chassagne', 'Agnès Hurstel', 'Jean-Paul Solal', 'Laurent Nicolas', 'Mustapha Abourachid', 'Sava Lolov', 'Charlotte Laemmel', 'Franck Lebreton', 'Félix Bossuet', ""Agathe L'Huillier"", 'Caroline Piette', 'Loelia Salvador', 'Lucie Gallo', 'Stéphane Pezerat', 'Arthur Cauras']","Raphaël Quenard,Pio Marmaï,Blanche Gardin","Quentin Dupieux,Quentin Dupieux",130879,france,02/08/2023,diaphana distribution,yannick,pas de titre original,Europe
argylle,"['Action', 'Comédie', 'Thriller']",['Anglais'],Royaume-Uni,PG-13,139,2024,Matthew Vaughn,Matthew Vaughn,"['Matthew Vaughn', 'Jason Fuchs', 'Casting principal']","['Henry Cavill', 'Bryce Dallas Howard', 'Sam Rockwell', 'Bryan Cranston', 'Daniel Singh', 'Dua Lipa', 'Ariana DeBose', 'Richard E. Grant', 'John Cena', 'Jason Fuchs', 'Tomás Paredes', 'Bobby Holland Hanton', 'Greg Townley', 'Alaa Habib', 'Clementine Vaughn', 'Raagni Sharma', 'Chip', 'Jing Lusi']","Bryce Dallas Howard,Sam Rockwell,Henry Cavill","Matthew Vaughn,Jason Fuchs",219098,grande-bretagne,31/01/2024,universal pictures international france,argylle,pas de titre original,Europe
the gentlemen,"['Action', 'Comédie', 'Policier']",['Anglais'],Royaume-Uni,,0,Série télévisée,Création,Création,"['Création', 'Guy Ritchie', 'Casting principal']","['Theo James', 'Kaya Scodelario', 'Daniel Ings', 'Joely Richardson', 'Vinnie Jones', 'Michael Vu', 'Harry Goodwins', 'Stephane Fichet', 'Logan Dean', 'Chanel Cresswell', 'Giancarlo Esposito', 'Alexis Rodney', 'Mason Antonio Fardowe', 'Ray Winstone', 'Ruby Sear', 'John McGrellis', 'Pearce Quigley', 'Josh Finan']","Matthew McConaughey,Hugh Grant,Charlie Hunnam","Guy Ritchie,Guy Ritchie",238040,u.s.a.,05/02/2020,snd,the gentlemen,pas de titre original,Europe
je verrai toujours vos visages,['Drame'],['Français'],France,Tous publics,118,2023,Jeanne Herry,Jeanne Herry,"['Jeanne Herry', 'Scénario', 'Jeanne Herry']","['Birane Ba', 'Leïla Bekhti', 'Anne Benoît', 'Dali Benssalah', 'Élodie Bouchez', 'Suliane Brahim', 'Jean-Pierre Darroussin', 'Adèle Exarchopoulos', 'Gilles Lellouche', 'Miou-Miou', 'Pascal Sangla', 'Fred Testot', 'Denis Podalydès', 'Raphaël Quenard', 'Sébastien Houbani', 'Roxane Barazzuol', 'Max Libert', 'Néma Mercier']","Birane Ba,Leïla Bekhti,Dali Benssalah","Jeanne Herry,Jeanne Herry",282292,france,29/03/2023,studiocanal,je verrai toujours vos visages,pas de titre original,Europe
moonfall,"['Action', 'Aventure', 'Science-fiction']","['Anglais', 'Chinois', 'Espagnol', 'Français']",États-Unis,Tous publics,130,2022,Roland Emmerich,Roland Emmerich,"['Roland Emmerich', 'Roland Emmerich', 'Harald Kloser']","['Halle Berry', 'Patrick Wilson', 'John Bradley', 'Charlie Plummer', 'Kelly Yu', 'Michael Peña', 'Carolina Bartczak', 'Zayn Maloney', 'Ava Weiss', 'Hazel Nugent', 'Chris Sandiford', 'Jonathan Maxwell Silver', 'Eme Ikwuakor', 'Stephen Bogaert', 'Maxim Roy', 'Ryan Bommarito', 'Kathleen Fee', 'Donald Sutherland']","Halle Berry,Patrick Wilson,John Bradley (II)","Roland Emmerich,Roland Emmerich,Harald Kloser",207212,u.s.a.,09/02/2022,metropolitan filmexport,moonfall,pas de titre original,Amérique du Nord
paternel,['Drame'],['Français'],France,Tous publics,93,2024,Ronan Tronchot,Ronan Tronchot,"['Ronan Tronchot', 'Ronan Tronchot', 'Ludovic du Clary']","['Grégory Gadebois', 'Géraldine Nakache', 'Lyès Salem', 'Anton Alluin', 'Jacques Boudet', 'Noam Morgensztern', 'Françoise Lebrun', 'Sarah Pachoud', 'Daniel Tarrare', 'Christophe Tek', 'Bruno Le Millin', 'Antoine Linguinou', 'Morgane Lacroix', 'Jean-Claude Aubrun', 'Lucas Partensky', 'Alfred Perrin', 'Brice Notin', 'Aldo Magno']","Grégory Gadebois,Géraldine Nakache,Lyes Salem","Ronan Tronchot,Ronan Tronchot,Ludovic du Clary",23219,france,27/03/2024,kmbo,paternel,pas de titre original,Europe
laissez-moi,['Drame'],['Français'],France,,93,2023,Maxime Rappaz,Maxime Rappaz,"['Maxime Rappaz', 'Maxime Rappaz', 'Florence Seyvos']","['Jeanne Balibar', 'Thomas Sarbacher', 'Pierre-Antoine Dubey', 'Véronique Mermoud', 'Alexia Hébrard', 'Marie Probst', 'Yvette Théraulaz', 'Adrien Savigny', 'Gianfranco Poddighe', 'Alex Freeman', 'Philippe Schuler', 'Martin Reinartz', 'Etienne Fague', 'Marco Calamandrei', 'José Oliveira', 'Noëlle Panchaud']","Jeanne Balibar,Thomas Sarbacher,Pierre-Antoine Dubey","Maxime Rappaz,Maxime Rappaz",11013,suisse,20/03/2024,eurozoom,laissez-moi,pas de titre original,Europe
le jeu de la reine,"['Drame', 'Historique']",['Anglais'],Royaume-Uni,,120,2023,Karim Aïnouz,Karim Aïnouz,"['Karim Aïnouz', 'Scénario', 'Henrietta Ashworth']","['Alicia Vikander', 'Jude Law', 'Eddie Marsan', 'Sam Riley', 'Bryony Hannah', 'Mia Threapleton', 'Ruby Bentall', 'Simon Russell Beale', 'Erin Doherty', 'Amr Waked', 'Paul Tinto', 'Patsy Ferran', 'Anna Mawn', 'Junia Rees', 'Edward Harrison', 'Ashleigh Reynolds', 'Ian Drysdale', 'Julian Clapton']","Alicia Vikander,Jude Law,Eddie Marsan","Karim Aïnouz,Jessica Ashworth,Henrietta Ashworth",106872,u.s.a.,27/03/2024,arp sélection,le jeu de la reine,firebrand,Europe
migration,"['Animation', 'Aventure', 'Comédie']",['Anglais'],États-Unis,PG,83,2023,Benjamin Renner,Benjamin Renner,"['Benjamin Renner', 'Guylo Homsy', 'Scénario']","['Kumail Nanjiani', 'Tresi Gazal', 'Elizabeth Banks', 'Caspar Jennings', 'Isabela Merced', 'Danny DeVito', 'Carol Kane', 'Awkwafina', 'Keegan-Michael Key', 'David Mitchell', 'Ozioma Akagha', 'Carlos Alazraqui', 'Valenzia Algarin', 'Will Collyer', 'Abby Craden', 'Django Craig', 'John DeMita', 'Luca Diaz']","Pio Marmaï,Kumail Nanjiani,Laure Calamy","Benjamin Renner,Guylo Homsy,Mike White,Benjamin Renner",266863,u.s.a.,06/12/2023,universal pictures international france,migration,pas de titre original,Amérique du Nord
eureka,"['Aventure', 'Comédie', 'Drame']",['Anglais'],États-Unis,,0,Série télévisée,Création,Création,"['Création', 'Andrew Cosby', 'Jaime Paglia']","['Colin Ferguson', 'Salli Richardson-Whitfield', 'Erica Cerra', 'Neil Grayston', 'Joe Morton', 'Chris Gauthier', 'Jordan Danger', 'Niall Matter', 'Ed Quinn', 'Debrah Farentino', 'Tembi Locke', 'Christopher Jacot', 'Kavan Smith', 'Felicia Day', 'Matt Frewer', 'Trevor Jackson', 'Jaime Ray Newman', 'Vanya Asher']","Viggo Mortensen,Chiara Mastroianni,Alaina Clifford","Lisandro Alonso,Lisandro Alonso,Fabian Casas",5318,argentine,28/02/2024,le pacte,eureka,pas de titre original,Amérique du Nord
mis hermanos,['Drame'],['Espagnol'],Chili,,85,2021,Claudia Huaiquimilla,Claudia Huaiquimilla,"['Claudia Huaiquimilla', 'Pablo Greene', 'Claudia Huaiquimilla']","['Iván Cáceres', 'César Herrera', 'Andrew Bargsted', 'Sebastián Ayala', 'Julia Lübbert', 'René Miranda', 'Joaquín Amauta', 'Diego Arboleda', 'Belén Herrera', 'Mario Ocampo', 'Luz Jiménez', 'Robinson Aravena', 'Germán Díaz', 'Ariel Mateluna', 'Claudio Arredondo Medina', 'Otilio Castro', 'Paulina García']","Iván Cáceres,Cesar Herrera,Paulina García","Claudia Huaiquimilla,Pablo Greene,Claudia Huaiquimilla",4110,chili,13/03/2024,jhr films,mis hermanos,mis hermanos sueñan despiertos,Amérique du Sud
la jeune fille et les paysans,"['Animation', 'Drame', 'Historique']","['Polonais', 'Latin']",Pologne,Tous publics,114,2023,DK Welchman,DK Welchman,"['DK Welchman', 'Hugh Welchman', 'Wladyslaw Stanislaw Reymont']","['Kamila Urzedowska', 'Robert Gulaczyk', 'Miroslaw Baka', 'Sonia Mietielica', 'Ewa Kasprzyk', 'Cyprian Grabowski', 'Mateusz Rusin', 'Cezary Lukaszewicz', 'Dorota Stalinska', 'Helena Korczycka', 'Andrzej Mastalerz', 'Andrzej Konopka', 'Sonia Bohosiewicz', 'Maciej Musial', 'Malgorzata Kozuchowska', 'Anna Grzeszczak', 'Matt Malecki', 'Lech Dyblik']","Kamila Urzedowska,Nadia Tereszkiewicz,Robert Gulaczyk","DK Welchman,Hugh Welchman,DK Welchman,Hugh Welchman",16136,pologne,20/03/2024,the jokers / les bookmakers,la jeune fille et les paysans,chlopi,Europe
inchallah un fils,['Drame'],['Arabe'],Jordanie,Tous publics,113,2023,Amjad Al Rasheed,Amjad Al Rasheed,"['Amjad Al Rasheed', 'Delphine Agut', 'Rula Nasser']","['Mouna Hawa', 'Haitham Alomari', 'Yumna Marwan', 'Salwa Nakkara', 'Mohammed Al Jizawi', 'Eslam Al-Awadi', 'Seleena Rababah', 'Siranoush Sultanian', 'Serene Huleileh', 'Mohammad Suleiman', 'Mona Shehabi', 'Areej Dababneh', 'Niveen Haddadeen', 'Assaf al Rousan', 'Nahla Al-Moghrabi', 'Ala Al-Riyahi', 'Mohammad Wasfi']","Mouna Hawa,Seleena Rababah,Haitham Omari","Amjad Al Rasheed,Amjad Al Rasheed,Rula Nasser",14474,jordanie,06/03/2024,pyramide distribution,inchallah un fils,inshallah walad,Asie
débâcle,['Drame'],['Néerlandais'],Belgique,,111,2023,Veerle Baetens,Veerle Baetens,"['Veerle Baetens', 'Veerle Baetens', 'Maarten Loix']","['Charlotte De Bruyne', 'Sebastien Dewaele', 'Spencer Bogaert', 'Femke Heijens', 'Naomi Velissariou', 'Rosa Marchant', 'Amber Metdepenningen', 'Simon Van Buyten', 'Charlotte Van Der Eecken', 'Femke Van der Steen', 'Matthijs Meertens', 'Anthony Vyt']","Charlotte De Bruyne,Rosa Marchant,Amber Metdepenningen","Veerle Baetens,Veerle Baetens,Maarten Loix",4156,belgique,28/02/2024,jour2fête,débâcle,het smelt,Europe
bob marley: one love,"['Biographique', 'Drame', 'Musical']",['Anglais'],États-Unis,PG-13,107,2024,Reinaldo Marcus Green,Reinaldo Marcus Green,"['Reinaldo Marcus Green', 'Scénario', 'Terence Winter']","['Kingsley Ben-Adir', 'Lashana Lynch', 'James Norton', 'Tosin Cole', 'Umi Myers', 'Anthony Welsh', 'Nia Ashi', 'Aston Barrett Jr.', 'Anna-Share Blake', ""Gawaine 'J-Summa' Campbell"", 'Naomi Cowan', 'Alexx A-Game', 'Michael Gandolfini', 'Quan-Dajai Henriques', 'David Marvin Kerr Jr.', 'Hector Donald Lewis', 'Abijah Livingston', 'Nadine Marshall']","Kingsley Ben-Adir,Lashana Lynch,James Norton","Reinaldo Marcus Green,Reinaldo Marcus Green,Zach Baylin",772865,u.s.a.,14/02/2024,paramount pictures france,bob marley: one love,pas de titre original,Amérique du Nord
boîte noire,"['Drame', 'Mystère', 'Thriller']","['Français', 'Anglais']",France,Tous publics,129,2021,Yann Gozlan,Yann Gozlan,"['Yann Gozlan', 'Scénario', 'Nicolas Bouvet-Levrard']","['Pierre Niney', 'Lou de Laâge', 'André Dussollier', 'Sébastien Pouderoux', 'Olivier Rabourdin', 'Guillaume Marquet', 'Mehdi Djaadi', 'Anne Azoulay', 'Aurélien Recoing', 'Grégori Derangère', 'André Marcon', 'Octave Bossuet', 'Marie Dompnier', 'Philippe Maymat', 'Boris Ravaine', 'Lorène Devienne', 'Claire Viville', 'Niki Zischka']","Pierre Niney,Lou de Laâge,André Dussollier","Yann Gozlan,Yann Gozlan,Simon Moutaïrou",292081,france,08/09/2021,studiocanal,boîte noire,pas de titre original,Europe
blue giant,"['Animation', 'Drame', 'Musical']",['Japonais'],Japon,Tous publics,120,2023,Yuzuru Tachikawa,Yuzuru Tachikawa,"['Yuzuru Tachikawa', 'NUMBER 8', ""Shin'ichi Ishizuka""]","['Yutaka Aoyama', 'Masayuki Katô', 'Sayaka Kinoshita', 'Hidenobu Kiuchi', 'Yusuke Kondo', 'Shôtarô Mamiya', 'Kenji Nomura', 'Amane Okayama', 'Gô Shinomiya', 'Mirei Suda', ""Shin'ya Takahashi"", 'Hiroki Tôchi', 'Yuki Yamada']","Yûki Yamada,Shôtarô Mamiya,Amane Okayama","Yuzuru Tachikawa, NUMBER 8",10174,japon,06/03/2024,eurozoom,blue giant,pas de titre original,Asie
perfect days,['Drame'],"['Japonais', 'Anglais']",Japon,Tous publics,124,2023,Wim Wenders,Wim Wenders,"['Wim Wenders', 'Wim Wenders', 'Takuma Takasaki']","['Koji Yakusho', 'Tokio Emoto', 'Arisa Nakano', 'Miyako Tanaka', 'Long Mizuma', 'Soraji Shibuya', 'Aoi Iwasaki', 'Kisuke Shimazaki', 'Yuriko Kawasaki', 'Aki Kobayashi', 'Bunmei Harada', 'Min Tanaka', 'Reina', 'Shunsuke Miura', 'Gan Furukawa', 'Atsushi Fukazawa', 'Taijirô Tamura', 'Masahiro Kômoto']","Reina Ueda,Koji Yakusho,Tokio Emoto","Wim Wenders,Wim Wenders,Takayuki Takuma",103232,allemagne,29/11/2023,haut et court,perfect days,pas de titre original,Asie
tiger stripes,['Horreur'],['Malais'],Malaisie,,95,2023,Amanda Nell Eu,Amanda Nell Eu,"['Amanda Nell Eu', 'Amanda Nell Eu', 'Samm Haillay']","['Zafreen Zairizal', 'Deena Ezral', 'Piqa', 'Shaheizy Sam', 'June Lojong', 'Khairunazwan Rodzy', 'Fatimah Abu Bakar']","Zafreen Zairizal,Deena Ezral, Piqa","Amanda Nell Eu,Amanda Nell Eu",2091,malaisie,13/03/2024,jour2fête,tiger stripes,pas de titre original,Asie
los delincuentes,"['Comédie', 'Policier', 'Drame']",['Espagnol'],Argentine,Unrated,189,2023,Rodrigo Moreno,Rodrigo Moreno,"['Rodrigo Moreno', 'Rodrigo Moreno', 'Casting principal']","['Daniel Elías', 'Esteban Bigliardi', 'Margarita Molfino', 'Germán De Silva', 'Mariana Chaud', 'Gabriela Saidon', 'Cecilia Rainero', 'Javier Zoro', 'Lalo Rotavería', 'Iair Said', 'Fabian Casas', 'Adriana Aizemberg', 'Yessica Daina Gonzalez Capello', 'Natali Carranza', 'Erasmo Colombo', 'Jonathan Da Rosa', 'Franco de la Puente', 'Facundo Gigena']","Daniel Elias,Esteban Bigliardi,Margarita Molfino","Rodrigo Moreno,Rodrigo Moreno",15506,argentine,27/03/2024,arizona distribution / jhr films,los delincuentes,pas de titre original,Amérique du Sud
mystère à venise,"['Policier', 'Drame', 'Horreur']","['Anglais', 'Italien', 'Français', 'Latin']",États-Unis,Tous publics avec avertissement,103,2023,Kenneth Branagh,Kenneth Branagh,"['Kenneth Branagh', 'Michael Green', 'Agatha Christie']","['Kenneth Branagh', 'Michelle Yeoh', 'Jamie Dornan', 'Tina Fey', 'Dylan Corbett-Bader', 'Amir El-Masry', 'Riccardo Scamarcio', 'Fernando Piloni', 'Lorenzo Acquaviva', 'David Menkin', 'Camille Cottin', 'Kelly Reilly', 'Jude Hill', 'Yaw Nimako-Asamoah', 'Clara Duczmal', 'Rowan Robinson', 'Emma Laird', 'Stella Harris']","Kenneth Branagh,Tina Fey,Camille Cottin","Kenneth Branagh,Michael Green",250148,grande-bretagne,13/09/2023,the walt disney company france,mystère à venise,a haunting in venice,Amérique du Nord
wonka,"['Aventure', 'Comédie', 'Famille']",['Anglais'],États-Unis,Tous publics,116,2023,Paul King,Paul King,"['Paul King', 'Scénario', 'Roald Dahl']","['Timothée Chalamet', 'Gustave Die', 'Murray McArthur', 'Paul G. Raymond', 'Bertie Caplan', 'Isy Suttie', 'Kobna Holdbrook-Smith', 'Matilda Tucker', 'Tom Davis', 'Olivia Colman', 'Calah Lane', 'Paterson Joseph', 'Matt Lucas', 'Mathew Baynton', 'Freya Parker', 'Keegan-Michael Key', 'Jim Carter', 'Rakhee Thakrar']","Timothée Chalamet,Calah Lane,Keegan-Michael Key","Paul King,Paul King,Simon Farnaby",787846,u.s.a.,13/12/2023,warner bros. france,wonka,pas de titre original,Amérique du Nord
la bête,"['Drame', 'Romantique', 'Science-fiction']","['Français', 'Anglais']",France,,146,2023,Bertrand Bonello,Bertrand Bonello,"['Bertrand Bonello', 'Scénario', 'Bertrand Bonello']","['Léa Seydoux', 'George MacKay', 'Guslagie Malanda', 'Dasha Nekrasova', 'Martin Scali', 'Elina Löwensohn', 'Marta Hoskins', 'Julia Faure', 'Kester Lovelace', 'Felicien Pinot', 'Laurent Lacotte', 'Pierre-François Garel', 'Céline Carrère', 'Lukas Ionesco', 'Hortense Gélinet', 'Pauline Jacquard', 'Alice Barnole', 'Theo Hakola']","Léa Seydoux,George MacKay,Guslagie Malanda","Bertrand Bonello,Bertrand Bonello,Guillaume Breaud",40476,france,07/02/2024,ad vitam,la bête,pas de titre original,Europe
ferrari,"['Biographique', 'Drame', 'Historique']",['Anglais'],États-Unis,R,130,2023,Michael Mann,Michael Mann,"['Michael Mann', 'Troy Kennedy Martin', 'Brock Yates']","['Adam Driver', 'Shailene Woodley', 'Giuseppe Festinese', 'Alessandro Cremona', 'Derek Hill', 'Leonardo Caimi', 'Penélope Cruz', 'Gabriel Leone', 'Michele Savoia', 'Jacopo Bruno', 'Domenico Fortunato', 'Damiano Neviani', 'Giuseppe Bonifati', 'Franca Abategiovanni', 'Marino Franchitti', 'Valentina Bellè', 'Luciano Miele', 'Daniela Piperno']","Adam Driver,Penélope Cruz,Shailene Woodley","Michael Mann,Troy Kennedy-Martin,David Rayfield",4063910,u.s.a.,29/12/2024,2 nominations,ferrari,pas de titre original,Amérique du Nord
le livre des solutions,"['Comédie', 'Drame']","['Français', 'Anglais']",France,Tous publics,102,2023,Michel Gondry,Michel Gondry,"['Michel Gondry', 'Michel Gondry', 'Casting principal']","['Pierre Niney', 'Blanche Gardin', 'Françoise Lebrun', 'Frankie Wallach', 'Camille Rutherford', 'Mourad Boudaoud', 'Vincent Elbaz', 'Sting', 'Sacha Bourdo', 'Christian Prat', 'Michèle Gary', 'Corinne Mariotto', 'Nelly Pulicani', 'Ambre Gollut', 'Patrick Mollo', 'Jacques Mazeran', 'Mama Prassinos', 'Dominique Valadié']","Pierre Niney,Blanche Gardin,Frankie Wallach","Michel Gondry,Michel Gondry",188920,france,13/09/2023,the jokers / les bookmakers,le livre des solutions,pas de titre original,Europe
le pire voisin au monde,"['Comédie', 'Drame']","['Anglais', 'Espagnol']",Suède,Tous publics,126,2022,Marc Forster,Marc Forster,"['Marc Forster', 'Fredrik Backman', 'Hannes Holm']","['Tom Hanks', 'Mariana Treviño', 'Rachel Keller', 'John Higgins', 'Tony Bingham', 'Lily Kozub', 'Mack Bayda', 'Cameron Britton', 'Juanita Jennings', 'Peter Lawson Jones', 'Max Pavel', 'Kailey Hyman', 'Peter Sipla', 'Patrick Stanny', 'Allyson R. Hood', 'Carl Clemons', 'Connor McCanlus', 'Kristy Nolen']","Tom Hanks,Mariana Treviño,Rachel Keller","Marc Forster,David Magee",67470,u.s.a.,01/02/2023,sony pictures releasing france,le pire voisin au monde,a man called otto,Europe
the sweet east,['Drame'],"['Anglais', 'Arabe', 'Langues apaches']",États-Unis,,104,2023,Sean Price Williams,Sean Price Williams,"['Sean Price Williams', 'Nick Pinkerton', 'Casting principal']","['Talia Ryder', 'Earl Cave', 'Simon Rex', 'Ayo Edebiri', 'Jeremy O. Harris', 'Jacob Elordi', 'Rish Shah', 'Gibby Haynes', 'Jack Irv', 'Mazin Akar', 'Khalil Amonette', 'Cameron Andre', 'Betsey Brown', 'Jonathan Daniel Brown', 'Peter Buntaine', 'Kaili Corcoran', 'Michelle Ellyse', 'Volkan Eryaman']","Talia Ryder,Simon Rex,Earl Cave","Sean Price Williams,Nick Pinkerton",5733,u.s.a.,13/03/2024,potemkine films,the sweet east,pas de titre original,Amérique du Nord
