actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
"
                            Michael Fassbender,
                            Brendan Gleeson",? $,,Etats-Unis,  01/03/2017,,17 770,,Thriller,,,"
                The Jokers / Les Bookmakers","
                            A ceux qui nous ont offensés",https://www.jpbox-office.com/fichfilm.php?id=16662&view=2
,27 000 000 $,,Etats-Unis,  09/10/2002,,17 530,,Romance,,,"
                Warner Bros.","
                            Les Divins secrets",https://www.jpbox-office.com/fichfilm.php?id=1980&view=2
,? $,,Italie,  06/04/2016,,17 560,,Comédie dramatique,,Remake,"
                Studiocanal","
                            A Bigger Splash",https://www.jpbox-office.com/fichfilm.php?id=15775&view=2
"
                            Sandra Bullock,
                            Ashley Judd",27 000 000 $,,Etats-Unis,  09/10/2002,,17 530,,Romance,,,"
                Warner Bros.","
                            Les Divins secrets",https://www.jpbox-office.com/fichfilm.php?id=1980&view=2
"
                            Ralph Fiennes,
                            Matthias Schoenaerts",? $,,Italie,  06/04/2016,,17 560,,Comédie dramatique,,Remake,"
                Studiocanal","
                            A Bigger Splash",https://www.jpbox-office.com/fichfilm.php?id=15775&view=2
,100 000 $,,Etats-Unis,  20/12/2017,,17 230,,Drame,,,"
                Universal","
                            A Ghost Story",https://www.jpbox-office.com/fichfilm.php?id=17216&view=2
,,,Suède,  08/05/2013,"
                                    Lasse Hallstrom",17 194,,Thriller,,,"
                UGC Distribution","
                            L'Hypnotiseur",https://www.jpbox-office.com/fichfilm.php?id=13536&view=2
,? $,,Etats-Unis,  13/05/1998,,17 245,,Comédie dramatique,,,"
                Polygram","
                            Secrets",https://www.jpbox-office.com/fichfilm.php?id=3543&view=2
,? $,,Suède,  08/05/2013,"
                                    Lasse Hallstrom",17 194,,Thriller,,,"
                UGC Distribution","
                            L'Hypnotiseur",https://www.jpbox-office.com/fichfilm.php?id=13536&view=2
"
                            Michelle Pfeiffer,
                            Colin Firth",? $,,Etats-Unis,  13/05/1998,,17 245,,Comédie dramatique,,,"
                Polygram","
                            Secrets",https://www.jpbox-office.com/fichfilm.php?id=3543&view=2
"
                            Casey Affleck,
                            Rooney Mara",100 000 $,,Etats-Unis,  20/12/2017,,17 230,,Drame,,,"
                Universal","
                            A Ghost Story",https://www.jpbox-office.com/fichfilm.php?id=17216&view=2
"
                            Denzel Washington,
                            Viola Davis",,,Etats-Unis,  16/04/2003,,17 283,,Drame,,,"
                UFD","
                            Antwone Fisher",https://www.jpbox-office.com/fichfilm.php?id=1975&view=2
"
                            Denzel Washington,
                            Viola Davis",12 500 000 $,,Etats-Unis,  16/04/2003,,17 283,,Drame,,,"
                UFD","
                            Antwone Fisher",https://www.jpbox-office.com/fichfilm.php?id=1975&view=2
,20 000 000 $,,Etats-Unis,  09/12/2009,,16 844,,Thriller,,Remake,"
                Sony Pictures","
                            Le Beau-père",https://www.jpbox-office.com/fichfilm.php?id=11016&view=2
"
                            Matt Damon",,,Etats-Unis,  17/11/2010,,16 550,,Documentaire,,,"
                Sony Pictures","
                            Inside Job",https://www.jpbox-office.com/fichfilm.php?id=11690&view=2
"
                            Matt Damon",2 000 000 $,,Etats-Unis,  17/11/2010,,16 550,,Documentaire,,,"
                Sony Pictures","
                            Inside Job",https://www.jpbox-office.com/fichfilm.php?id=11690&view=2
,2 031 105 €,,France,  02/02/2011,,16 551,,Drame,,,"
                Mars Distribution","
                            Contre toi",https://www.jpbox-office.com/fichfilm.php?id=11781&view=2
,? $,,Etats-Unis,  08/07/1998,,16 537,,Thriller,,,"
                CTV International","
                            Playing God",https://www.jpbox-office.com/fichfilm.php?id=3539&view=2
,22 000 000 $,,Etats-Unis,  14/03/2018,,16 920,,Aventure - Action,,,"
                Sony Pictures","
                            L'Affaire Roman J.",https://www.jpbox-office.com/fichfilm.php?id=17513&view=2
"
                            Angelina Jolie",? $,,Etats-Unis,  08/07/1998,,16 537,,Thriller,,,"
                CTV International","
                            Playing God",https://www.jpbox-office.com/fichfilm.php?id=3539&view=2
"
                            Denzel Washington,
                            Colin Farrell",22 000 000 $,James Newton Howard,Etats-Unis,  14/03/2018,,16 920,,Aventure - Action,,,"
                Sony Pictures","
                            L'Affaire Roman J.",https://www.jpbox-office.com/fichfilm.php?id=17513&view=2
"
                            Agnès Jaoui",,,Belgique,  19/10/2022,,16 611,,Animation,,,"
                Gébéka","
                            Yuku et la fleur de l’Himalaya",https://www.jpbox-office.com/fichfilm.php?id=22451&view=2
,3 600 000 €,,France,  28/12/2016,,16 591,,Drame,,,"
                Haut et Court","
                            L'Ami, François d'Assise et ses frères",https://www.jpbox-office.com/fichfilm.php?id=16674&view=2
"
                            Jérémy Renier,
                            Oliver Gourmet",3 600 000 €,,France,  28/12/2016,,16 591,,Drame,,,"
                Haut et Court","
                            L'Ami, François d'Assise et ses frères",https://www.jpbox-office.com/fichfilm.php?id=16674&view=2
"
                            Agnès Jaoui",109 382 ,,Belgique,  19/10/2022,,16 611,,Animation,,,"
                Gébéka","
                            Yuku et la fleur de l’Himalaya",https://www.jpbox-office.com/fichfilm.php?id=22451&view=2
,? $,,Chine,  10/12/1997,"
                                    Wong Kar-Wai",16 150,,Drame,,,"
                ARP Selection","
                            Happy Together",https://www.jpbox-office.com/fichfilm.php?id=3505&view=2
,? $,,Chine,  10/12/1997,"
                                    Wong Kar-Wai",16 150,,Drame,,,"
                ARP Selection","
                            Happy Together",https://www.jpbox-office.com/fichfilm.php?id=3505&view=2
"
                            Casey Affleck,
                            Rooney Mara",,,Etats-Unis,  18/09/2013,,16 195,,Drame,,,"
                Diaphana","
                            Les Amants du Texas",https://www.jpbox-office.com/fichfilm.php?id=13764&view=2
"
                            Casey Affleck,
                            Rooney Mara",3 000 000 $,,Etats-Unis,  18/09/2013,,16 195,,Drame,,,"
                Diaphana","
                            Les Amants du Texas",https://www.jpbox-office.com/fichfilm.php?id=13764&view=2
,? $,,Etats-Unis,  29/12/2004,,16 163,,Drame,,,"
                Fabrique de Films","
                            Nous étions libres",https://www.jpbox-office.com/fichfilm.php?id=1297&view=2
"
                            Penelope Cruz,
                            Charlize Theron",? $,,Etats-Unis,  29/12/2004,,16 163,,Drame,,,"
                Fabrique de Films","
                            Nous étions libres",https://www.jpbox-office.com/fichfilm.php?id=1297&view=2
,? $,,Italie,  15/06/2011,,15 798,,Romance,,,"
                Bellissima Films","
                            L'Amour a ses raisons",https://www.jpbox-office.com/fichfilm.php?id=12113&view=2
"
                            Joseph Gordon-Levitt",,,Etats-Unis,  16/08/2006,"
                                    Rian Johnson",15 759,,Drame,,,"
                Mars Distribution","
                            Brick",https://www.jpbox-office.com/fichfilm.php?id=17916&view=2
,37 419 ,,Portugal,  21/11/2012,,15 803,,Drame,,,"
                Alfama Films","
                            Les Lignes de Wellington",https://www.jpbox-office.com/fichfilm.php?id=13114&view=2
"
                            Joseph Gordon-Levitt",500 000 $,,Etats-Unis,  16/08/2006,"
                                    Rian Johnson",15 759,,Drame,,,"
                Mars Distribution","
                            Brick",https://www.jpbox-office.com/fichfilm.php?id=17916&view=2
"
                            John Malkovich,
                            Melvil Poupaud,
                            Vincent Perez,
                            Elsa Zylberstein,
                            Michel Piccoli",37 419 ,,Portugal,  21/11/2012,,15 803,,Drame,,,"
                Alfama Films","
                            Les Lignes de Wellington",https://www.jpbox-office.com/fichfilm.php?id=13114&view=2
"
                            Monica Bellucci,
                            Robert De Niro",? $,,Italie,  15/06/2011,,15 798,,Romance,,,"
                Bellissima Films","
                            L'Amour a ses raisons",https://www.jpbox-office.com/fichfilm.php?id=12113&view=2
,1 000 000 $,,Grande-Bretagne,  02/03/2005,"
                                    Michael Winterbottom",15 229,,X - Erotique,,,"
                Pan-Européenne","
                            9 Songs",https://www.jpbox-office.com/fichfilm.php?id=11185&view=2
,1 000 000 $,,Grande-Bretagne,  02/03/2005,"
                                    Michael Winterbottom",15 229,,X - Erotique,,,"
                Pan-Européenne","
                            9 Songs",https://www.jpbox-office.com/fichfilm.php?id=11185&view=2
